runid,graph_sub_path,results_sub_path,summary_results_filename,subid,detailed_results_filename,graph_filename,quantum,locations,slice,shots,mode,iterations,gray,hot_start,gradient_type,formulation,layers,std_dev,lr,weight_decay,momentum,alpha,big_a,c,eta,gamma,s,qubits,elapsed,hot_start_dist,best_dist_found,best_dist,iteration_found,cache_max_size,cache_items,cache_hits,cache_misses,noise,monte_carlo
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-02-38,results\20250403-18-01-08\18-02-38.csv,graphs\20250403-18-01-08\18-02-38.png,TRUE,8,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,14,235.7517841,315.8,277.2,277.2,96,500000,16384,4257125,16384,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-06-34,results\20250403-18-01-08\18-06-34.csv,graphs\20250403-18-01-08\18-06-34.png,TRUE,8,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,14,15.30749941,315.8,277.2,277.2,8,500000,15257,220453,15257,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-06-50,results\20250403-18-01-08\18-06-50.csv,graphs\20250403-18-01-08\18-06-50.png,TRUE,8,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,14,232.3633528,315.8,277.7,277.2,46,500000,16384,4288696,16384,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-10-42,results\20250403-18-01-08\18-10-42.csv,graphs\20250403-18-01-08\18-10-42.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.797022104,21,21,21,0,500000,8,1791,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-10-48,results\20250403-18-01-08\18-10-48.csv,graphs\20250403-18-01-08\18-10-48.png,TRUE,4,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,3,18.56486201,21,21,21,0,500000,8,9769,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-11-07,results\20250403-18-01-08\18-11-07.csv,graphs\20250403-18-01-08\18-11-07.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.156320095,21,21,21,0,500000,8,2149,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-11-12,results\20250403-18-01-08\18-11-12.csv,graphs\20250403-18-01-08\18-11-12.png,TRUE,4,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,3,19.92154622,21,21,21,0,500000,8,9811,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-11-33,results\20250403-18-01-08\18-11-33.csv,graphs\20250403-18-01-08\18-11-33.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.629232645,21,21,21,0,500000,8,3154,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-11-38,results\20250403-18-01-08\18-11-38.csv,graphs\20250403-18-01-08\18-11-38.png,TRUE,4,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,3,19.34300256,21,21,21,0,500000,8,9764,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-11-58,results\20250403-18-01-08\18-11-58.csv,graphs\20250403-18-01-08\18-11-58.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.256612539,21,21,21,0,500000,8,1978,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-12-03,results\20250403-18-01-08\18-12-03.csv,graphs\20250403-18-01-08\18-12-03.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.934198141,21,21,21,0,500000,8,3125,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-12-10,results\20250403-18-01-08\18-12-10.csv,graphs\20250403-18-01-08\18-12-10.png,TRUE,4,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,3,20.05061078,21,21,21,0,500000,8,9744,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-12-30,results\20250403-18-01-08\18-12-30.csv,graphs\20250403-18-01-08\18-12-30.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.184458256,21,21,21,0,500000,8,1998,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-12-35,results\20250403-18-01-08\18-12-35.csv,graphs\20250403-18-01-08\18-12-35.png,TRUE,4,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,3,18.5405364,21,21,21,0,500000,8,9771,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-12-54,results\20250403-18-01-08\18-12-54.csv,graphs\20250403-18-01-08\18-12-54.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,6.412817955,21,21,21,0,500000,8,2011,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-13-01,results\20250403-18-01-08\18-13-01.csv,graphs\20250403-18-01-08\18-13-01.png,TRUE,4,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,3,19.44903708,21,21,21,0,500000,8,9753,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-13-20,results\20250403-18-01-08\18-13-20.csv,graphs\20250403-18-01-08\18-13-20.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.881042242,21,21,21,0,500000,8,2003,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-13-27,results\20250403-18-01-08\18-13-27.csv,graphs\20250403-18-01-08\18-13-27.png,TRUE,4,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,3,19.90069199,21,21,21,0,500000,8,9762,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-13-47,results\20250403-18-01-08\18-13-47.csv,graphs\20250403-18-01-08\18-13-47.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.157223463,21,21,21,0,500000,8,2504,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-13-52,results\20250403-18-01-08\18-13-52.csv,graphs\20250403-18-01-08\18-13-52.png,TRUE,4,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,3,20.67986202,21,21,21,0,500000,8,9741,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-14-13,results\20250403-18-01-08\18-14-13.csv,graphs\20250403-18-01-08\18-14-13.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.917072773,21,21,21,0,500000,8,2324,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-14-19,results\20250403-18-01-08\18-14-19.csv,graphs\20250403-18-01-08\18-14-19.png,TRUE,4,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,3,17.86463809,21,21,21,0,500000,8,9737,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-14-37,results\20250403-18-01-08\18-14-37.csv,graphs\20250403-18-01-08\18-14-37.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.39233613,21,21,21,0,500000,8,2172,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-14-43,results\20250403-18-01-08\18-14-43.csv,graphs\20250403-18-01-08\18-14-43.png,TRUE,4,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,3,19.08045387,21,21,21,0,500000,8,9753,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-15-02,results\20250403-18-01-08\18-15-02.csv,graphs\20250403-18-01-08\18-15-02.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,6.054753304,21,21,21,0,500000,8,1790,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-15-08,results\20250403-18-01-08\18-15-08.csv,graphs\20250403-18-01-08\18-15-08.png,TRUE,4,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,3,21.20689678,21,21,21,0,500000,8,9787,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-15-30,results\20250403-18-01-08\18-15-30.csv,graphs\20250403-18-01-08\18-15-30.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.20212245,21,21,21,0,500000,8,2395,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-15-35,results\20250403-18-01-08\18-15-35.csv,graphs\20250403-18-01-08\18-15-35.png,TRUE,4,1,1024,2,100,TRUE,TRUE,parameter_shift,original,,,,,,0.602,50,0.314,0.02,0.101,0.5,3,17.78058672,21,21,21,0,500000,8,9750,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-15-53,results\20250403-18-01-08\18-15-53.csv,graphs\20250403-18-01-08\18-15-53.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.306801081,21,21,21,0,500000,8,1978,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-15-59,results\20250403-18-01-08\18-15-59.csv,graphs\20250403-18-01-08\18-15-59.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.953134298,21,21,21,0,500000,8,2200,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-16-05,results\20250403-18-01-08\18-16-05.csv,graphs\20250403-18-01-08\18-16-05.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,6.244246721,21,21,21,0,500000,8,1901,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-16-11,results\20250403-18-01-08\18-16-11.csv,graphs\20250403-18-01-08\18-16-11.png,FALSE,4,1,64,8,100,TRUE,TRUE,SGD,original,2,0.5,0.0001,0.0002,0,,,,0.01,,,3,14.46932435,21,21,21,0,500000,8,25850,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-16-26,results\20250403-18-01-08\18-16-26.csv,graphs\20250403-18-01-08\18-16-26.png,TRUE,4,1,1024,2,100,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,3,5.424572229,21,21,21,0,500000,8,1727,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-16-32,results\20250403-18-01-08\18-16-32.csv,graphs\20250403-18-01-08\18-16-32.png,FALSE,4,1,64,8,100,TRUE,TRUE,SGD,original,2,0.5,0.0001,0.0002,0,,,,0.01,,,3,12.83280373,21,21,21,0,500000,8,25850,8,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-16-45,results\20250403-18-01-08\18-16-45.csv,graphs\20250403-18-01-08\18-16-45.png,TRUE,5,1,1024,2,250,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,5,14.35531902,21,19,19,9,500000,32,9891,32,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-16-59,results\20250403-18-01-08\18-16-59.csv,graphs\20250403-18-01-08\18-16-59.png,TRUE,6,1,1024,2,250,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,8,17.56763721,279.6,249.2,241,5,500000,207,19304,207,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-17-17,results\20250403-18-01-08\18-17-17.csv,graphs\20250403-18-01-08\18-17-17.png,TRUE,7,1,1024,2,250,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,11,21.18492866,314.8,284.4,276.2,32,500000,802,39985,802,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-17-38,results\20250403-18-01-08\18-17-38.csv,graphs\20250403-18-01-08\18-17-38.png,TRUE,8,1,1024,2,250,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,14,24.36993933,315.8,310.8,277.2,114,500000,2777,68906,2777,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-18-03,results\20250403-18-01-08\18-18-03.csv,graphs\20250403-18-01-08\18-18-03.png,TRUE,9,1,1024,2,250,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,17,27.24019361,339.8,339.3,286.7,43,500000,2185,39963,2185,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-18-30,results\20250403-18-01-08\18-18-30.csv,graphs\20250403-18-01-08\18-18-30.png,TRUE,5,1,1024,2,250,TRUE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,7,15.49724197,21,19,19,3,500000,128,21853,128,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-18-46,results\20250403-18-01-08\18-18-46.csv,graphs\20250403-18-01-08\18-18-46.png,TRUE,6,1,1024,2,250,TRUE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,10,19.17604303,279.6,241,241,143,500000,471,27264,471,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-19-05,results\20250403-18-01-08\18-19-05.csv,graphs\20250403-18-01-08\18-19-05.png,TRUE,7,1,1024,2,250,TRUE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,13,20.30313063,314.8,276.2,276.2,6,500000,1020,30412,1020,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-19-26,results\20250403-18-01-08\18-19-26.csv,graphs\20250403-18-01-08\18-19-26.png,TRUE,8,1,1024,2,250,TRUE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,16,26.25772047,315.8,315.3,277.2,9,500000,1781,35601,1781,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-19-53,results\20250403-18-01-08\18-19-53.csv,graphs\20250403-18-01-08\18-19-53.png,TRUE,9,1,1024,2,250,TRUE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,19,35.77983236,339.8,286.7,286.7,56,500000,3665,55637,3665,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-20-29,results\20250403-18-01-08\18-20-29.csv,graphs\20250403-18-01-08\18-20-29.png,TRUE,5,1,1024,2,250,FALSE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,5,13.90186238,21,19,19,8,500000,32,7904,32,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-20-43,results\20250403-18-01-08\18-20-43.csv,graphs\20250403-18-01-08\18-20-43.png,TRUE,6,1,1024,2,250,FALSE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,8,18.10710716,279.6,241,241,167,500000,220,19798,220,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-21-01,results\20250403-18-01-08\18-21-01.csv,graphs\20250403-18-01-08\18-21-01.png,TRUE,7,1,1024,2,250,FALSE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,11,20.46122503,314.8,276.2,276.2,18,500000,1611,84306,1611,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-21-22,results\20250403-18-01-08\18-21-22.csv,graphs\20250403-18-01-08\18-21-22.png,TRUE,8,1,1024,2,250,FALSE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,14,22.91894507,315.8,315.3,277.2,6,500000,1383,37097,1383,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-21-45,results\20250403-18-01-08\18-21-45.csv,graphs\20250403-18-01-08\18-21-45.png,TRUE,9,1,1024,2,250,FALSE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,17,29.68032265,339.8,339.3,286.7,11,500000,2207,40606,2207,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-22-15,results\20250403-18-01-08\18-22-15.csv,graphs\20250403-18-01-08\18-22-15.png,TRUE,10,1,1024,2,250,FALSE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,21,85.85635018,312.3,298.4,290.2,20,500000,7216,83194,7216,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-23-41,results\20250403-18-01-08\18-23-41.csv,graphs\20250403-18-01-08\18-23-41.png,TRUE,11,1,1024,2,250,FALSE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,25,1070.409119,299,256,253,70,500000,66764,362630,66764,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-41-33,results\20250403-18-01-08\18-41-33.csv,graphs\20250403-18-01-08\18-41-33.png,TRUE,5,1,1024,2,250,FALSE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,7,17.1855371,21,19,19,6,500000,125,17393,125,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-41-50,results\20250403-18-01-08\18-41-50.csv,graphs\20250403-18-01-08\18-41-50.png,TRUE,6,1,1024,2,250,FALSE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,10,19.61873841,279.6,241,241,11,500000,957,77781,957,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-42-10,results\20250403-18-01-08\18-42-10.csv,graphs\20250403-18-01-08\18-42-10.png,TRUE,7,1,1024,2,250,FALSE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,13,33.13645816,314.8,276.2,276.2,3,500000,8186,483387,8186,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-42-43,results\20250403-18-01-08\18-42-43.csv,graphs\20250403-18-01-08\18-42-43.png,TRUE,8,1,1024,2,250,FALSE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,16,24.74704647,315.8,285.4,277.2,107,500000,1870,37207,1870,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-43-08,results\20250403-18-01-08\18-43-08.csv,graphs\20250403-18-01-08\18-43-08.png,TRUE,9,1,1024,2,250,FALSE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,19,37.68693376,339.8,294.8,286.7,58,500000,9138,124291,9138,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-43-46,results\20250403-18-01-08\18-43-46.csv,graphs\20250403-18-01-08\18-43-46.png,TRUE,10,1,1024,2,250,FALSE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,22,159.6256964,312.3,298.4,290.2,69,500000,7442,84124,7442,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,18-46-26,results\20250403-18-01-08\18-46-26.csv,graphs\20250403-18-01-08\18-46-26.png,TRUE,11,1,1024,2,250,FALSE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,26,2005.357965,299,256,253,94,500000,11903,104130,11903,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,19-19-54,results\20250403-18-01-08\19-19-54.csv,graphs\20250403-18-01-08\19-19-54.png,TRUE,10,1,1024,2,250,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,21,102.9318612,312.3,298.3,290.2,24,500000,51704,345605,51704,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,19-21-37,results\20250403-18-01-08\19-21-37.csv,graphs\20250403-18-01-08\19-21-37.png,TRUE,11,1,1024,2,250,TRUE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,25,1071.179966,299,256,253,125,500000,31925,219464,31925,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,19-39-30,results\20250403-18-01-08\19-39-30.csv,graphs\20250403-18-01-08\19-39-30.png,TRUE,10,1,1024,2,250,TRUE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,22,181.7306886,312.3,298.3,290.2,7,500000,119004,570229,119004,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,19-42-32,results\20250403-18-01-08\19-42-32.csv,graphs\20250403-18-01-08\19-42-32.png,TRUE,11,1,1024,2,250,TRUE,TRUE,SPSA,new,,,,,,0.602,50,0.314,0.01,0.101,0.5,26,1967.304163,299,256,253,28,500000,74054,387797,74054,,
20250403-18-01-08,graphs\20250403-18-01-08,results\20250403-18-01-08,results\results.csv,20-15-21,results\20250403-18-01-08\20-15-21.csv,graphs\20250403-18-01-08\20-15-21.png,TRUE,6,1,1024,2,250,FALSE,TRUE,SPSA,original,,,,,,0.602,50,0.314,0.01,0.101,0.5,8,19.03339148,279.6,241,241,151,500000,214,18998,214,,
